Lot.Area,Lot.Shape,Total.Bsmt.SF,Gr.Liv.Area,has.Fireplace,SalePrice,Bldg.Type.simple,Year.Built,Full.Bath,Bedroom.AbvGr,Garage.Area,has.Pool
"[ 11560,215245]",Reg,"[ 990,6110]",1256,1,180000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1509,1,175000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1440,1,232500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1675,0,195000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",2262,1,305000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1728,1,298751,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1964,1,370000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1344,0,209200,2Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1344,0,206300,2Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1092,0,146000,1Fam,"[1973,2010]",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1189,0,160500,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1200,0,173000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1040,0,124000,Twnhs,"[1973,2010]",1,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1304,1,115000,Twnhs,"[1973,2010]",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1475,1,129500,Twnhs,"[1973,2010]",2,4,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",988,0,105000,Twnhs,"[1973,2010]",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",988,1,94900,Twnhs,"[1973,2010]",1,1,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",1160,0,152500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1092,0,98000,Twnhs,"[1872,1973)",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",630,0,81000,Twnhs,"[1872,1973)",1,1,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",988,0,113000,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",816,0,128500,1Fam,"[1973,2010]",1,2,"[   0, 480)",0
"[  1300,  7440)",IR1,"[   0, 990)",923,0,119500,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",816,1,130500,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",816,0,138000,1Fam,"[1973,2010]",1,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",845,0,134500,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",1750,0,160000,1Fam,"[1872,1973)",2,4,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",889,0,137500,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1968,1,172000,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1836,0,103000,1Fam,"[1872,1973)",2,4,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1587,1,167300,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1277,1,167000,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2223,1,244000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2217,1,268000,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1733,1,225000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1572,1,168000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR2,"[   0, 990)",1470,0,177000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1600,1,169000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1384,1,161500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1652,0,251000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1694,1,160000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1714,1,180000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1553,0,178750,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1253,1,176000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",2299,1,204000,1Fam,"[1973,2010]",3,5,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1187,0,160000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1472,1,160000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1482,1,163900,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1642,1,168000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1128,1,154204,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1088,0,170000,Twnhs,"[1973,2010]",1,2,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",2090,1,207500,Twnhs,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1179,0,182000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1321,1,212000,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1922,1,377426,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2541,1,349265,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2338,1,591587,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1424,0,155000,2Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1612,1,319900,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1419,1,392000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2234,1,441929,1Fam,"[1973,2010]",1,1,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2042,1,455000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1440,1,182900,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1284,0,174000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[   0, 990)",1868,1,178000,1Fam,"[1973,2010]",3,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",1479,1,176000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1664,1,213000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1930,1,192000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[   0, 990)",1969,1,190000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",2030,1,195000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1032,1,148000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1177,0,151500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[   0, 990)",1725,1,197000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1353,1,192350,1Fam,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1620,0,152000,1Fam,"[1872,1973)",2,4,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",1220,1,170000,1Fam,"[1872,1973)",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1484,1,175000,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[   0, 990)",1743,1,175000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[   0, 990)",1935,1,197900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1324,1,174000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1877,1,178900,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1109,0,139000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",981,0,143250,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1479,0,184000,1Fam,"[1872,1973)",1,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1422,0,155000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",914,0,133000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",950,0,119500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",872,0,123000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[   0, 990)",858,0,110000,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[   0, 990)",914,0,128000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",864,0,120500,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",767,0,133000,Twnhs,"[1973,2010]",1,1,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",1337,1,155000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR2,"[ 990,6110]",1337,1,177000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1092,0,113500,Twnhs,"[1973,2010]",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1218,0,113000,Twnhs,"[1973,2010]",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1218,0,113700,Twnhs,"[1973,2010]",1,4,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1302,0,106000,Twnhs,"[1872,1973)",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1365,0,122500,Twnhs,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",958,1,128000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1548,1,155000,Twnhs,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1055,0,142500,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",988,0,129250,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1816,1,356000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1828,1,314813,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1694,0,318000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1694,1,322400,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1734,1,318000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2122,1,345474,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2121,1,415298,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2656,1,492000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2550,1,338931,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2046,1,450000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2172,1,280000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2552,1,479069,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1973,1,395000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2643,1,380000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1634,1,250000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1976,1,440000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2758,1,418000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR2,"[ 990,6110]",2290,1,500067,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2152,1,260116,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2473,1,317000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",2100,1,319500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2161,1,325624,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1802,1,372000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2956,1,342000,1Fam,"[1973,2010]",2,5,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2468,1,354000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2385,1,350000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2374,1,285000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[   0, 990)",1818,1,281500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1614,0,245700,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1721,0,232698,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1828,0,250000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1362,1,194700,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1302,1,204000,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1302,1,200000,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1362,1,207000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1554,1,209500,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1554,1,209500,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1370,1,202500,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1577,1,280000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1561,1,277500,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1869,1,318061,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1324,1,221370,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1405,1,200000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",1496,0,181755,1Fam,"[1973,2010]",3,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1536,1,176000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1484,1,178900,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",1458,0,168165,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1495,1,171925,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1746,1,198444,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",1326,0,203000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1456,1,179540,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1302,0,176485,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1340,0,181134,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1412,1,156932,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1504,0,166000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1456,0,177594,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1258,0,173500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1258,1,172500,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1402,1,194201,Twnhs,"[1973,2010]",0,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1589,1,226500,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1266,1,185485,1Fam,"[1973,2010]",2,2,"[   0, 480)",0
"[ 11560,215245]",IR3,"[ 990,6110]",1530,1,259000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR2,"[   0, 990)",1119,0,188500,1Fam,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1374,1,175000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",1959,1,215000,1Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1525,1,206580,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1720,1,183500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",1394,1,165500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1948,1,211000,1Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1690,1,181000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1995,1,219500,1Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1647,1,175000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1430,1,170000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1320,0,162000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1690,1,187000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1644,1,185000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",4476,1,745000,1Fam,"[1973,2010]",3,4,"[ 480,1488]",1
"[ 11560,215245]",IR1,"[ 990,6110]",2551,1,384500,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",2285,1,248000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2633,1,466500,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",3078,1,410000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2582,1,322500,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2385,1,252000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",4316,1,755000,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2013,1,269790,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",2398,1,315750,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2520,1,290000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2531,1,290000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",3228,1,430000,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2202,1,263000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2538,1,330000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1369,0,213133,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1542,1,260261,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1905,1,320000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1464,0,282922,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1534,1,215000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1966,1,419005,1Fam,"[1973,2010]",2,1,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1636,1,255000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1795,1,147000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1528,1,235876,1Fam,"[1973,2010]",3,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1726,1,311872,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1689,0,248328,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1588,1,227000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1538,0,260000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1496,0,225000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1506,1,249000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1694,1,307000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1977,0,250000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1830,0,221300,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1338,0,208900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1335,0,210400,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1792,0,255000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1588,0,212109,1Fam,"[1973,2010]",3,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1959,1,270000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2610,1,303477,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1880,1,310013,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1656,0,249700,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1761,0,227875,1Fam,"[1973,2010]",3,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1584,1,261329,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
